grid,lat,lon
AJ96,6.0,-162.0
AJ97,7.0,-162.0
AJ98,8.0,-162.0
AJ99,9.0,-162.0
AK00,10.0,-180.0
AK01,11.0,-180.0
AK02,12.0,-180.0
AK03,13.0,-180.0
AK04,14.0,-180.0
AK05,15.0,-180.0
AK06,16.0,-180.0
AK07,17.0,-180.0
AK08,18.0,-180.0
AK09,19.0,-180.0
AK10,10.0,-178.0
AK11,11.0,-178.0
AK12,12.0,-178.0
AK13,13.0,-178.0
AK14,14.0,-178.0
AK15,15.0,-178.0
AK16,16.0,-178.0
AK17,17.0,-178.0
AK18,18.0,-178.0
AK19,19.0,-178.0
AK20,10.0,-176.0
AK21,11.0,-176.0
AK22,12.0,-176.0
AK23,13.0,-176.0
AK24,14.0,-176.0
AK25,15.0,-176.0
AK26,16.0,-176.0
AK27,17.0,-176.0
AK28,18.0,-176.0
AK29,19.0,-176.0
AK30,10.0,-174.0
AK31,11.0,-174.0
AK32,12.0,-174.0
AK33,13.0,-174.0
AK34,14.0,-174.0
AK35,15.0,-174.0
AK36,16.0,-174.0
AK37,17.0,-174.0
AK38,18.0,-174.0
AK39,19.0,-174.0
AK40,10.0,-172.0
AK41,11.0,-172.0
AK42,12.0,-172.0
AK43,13.0,-172.0
AK44,14.0,-172.0
AK45,15.0,-172.0
AK46,16.0,-172.0
AK47,17.0,-172.0
AK48,18.0,-172.0
AK49,19.0,-172.0
AK50,10.0,-170.0
AK51,11.0,-170.0
AK52,12.0,-170.0
AK53,13.0,-170.0
AK54,14.0,-170.0
AK55,15.0,-170.0
AK56,16.0,-170.0
AK57,17.0,-170.0
AK58,18.0,-170.0
AK59,19.0,-170.0
AK60,10.0,-168.0
AK61,11.0,-168.0
AK62,12.0,-168.0
AK63,13.0,-168.0
AK64,14.0,-168.0
AK65,15.0,-168.0
AK66,16.0,-168.0
AK67,17.0,-168.0
AK68,18.0,-168.0
AK69,19.0,-168.0
AK70,10.0,-166.0
AK71,11.0,-166.0
AK72,12.0,-166.0
AK73,13.0,-166.0
AK74,14.0,-166.0
AK75,15.0,-166.0
AK76,16.0,-166.0
AK77,17.0,-166.0
AK78,18.0,-166.0
AK79,19.0,-166.0
AK80,10.0,-164.0
AK81,11.0,-164.0
AK82,12.0,-164.0
AK83,13.0,-164.0
AK84,14.0,-164.0
AK85,15.0,-164.0
AK86,16.0,-164.0
AK87,17.0,-164.0
AK88,18.0,-164.0
AK89,19.0,-164.0
AK90,10.0,-162.0
AK91,11.0,-162.0
AK92,12.0,-162.0
AK93,13.0,-162.0
AK94,14.0,-162.0
AK95,15.0,-162.0
AK96,16.0,-162.0
AK97,17.0,-162.0
AK98,18.0,-162.0
AK99,19.0,-162.0
AL00,20.0,-180.0
AL01,21.0,-180.0
AL02,22.0,-180.0
AL03,23.0,-180.0
AL04,24.0,-180.0
AL05,25.0,-180.0
AL06,26.0,-180.0
AL07,27.0,-180.0
AL08,28.0,-180.0
AL09,29.0,-180.0
AL10,20.0,-178.0
AL11,21.0,-178.0
AL12,22.0,-178.0
AL13,23.0,-178.0
AL14,24.0,-178.0
AL15,25.0,-178.0
AL16,26.0,-178.0
AL17,27.0,-178.0
AL18,28.0,-178.0
AL19,29.0,-178.0
AL20,20.0,-176.0
AL21,21.0,-176.0
AL22,22.0,-176.0
AL23,23.0,-176.0
AL24,24.0,-176.0
AL25,25.0,-176.0
AL26,26.0,-176.0
AL27,27.0,-176.0
AL28,28.0,-176.0
AL29,29.0,-176.0
AL30,20.0,-174.0
AL31,21.0,-174.0
AL32,22.0,-174.0
AL33,23.0,-174.0
AL34,24.0,-174.0
AL35,25.0,-174.0
AL36,26.0,-174.0
AL37,27.0,-174.0
AL38,28.0,-174.0
AL39,29.0,-174.0
AL40,20.0,-172.0
AL41,21.0,-172.0
AL42,22.0,-172.0
AL43,23.0,-172.0
AL44,24.0,-172.0
AL45,25.0,-172.0
AL46,26.0,-172.0
AL47,27.0,-172.0
AL48,28.0,-172.0
AL49,29.0,-172.0
AL50,20.0,-170.0
AL51,21.0,-170.0
AL52,22.0,-170.0
AL53,23.0,-170.0
AL54,24.0,-170.0
AL55,25.0,-170.0
AL56,26.0,-170.0
AL57,27.0,-170.0
AL58,28.0,-170.0
AL59,29.0,-170.0
AL60,20.0,-168.0
AL61,21.0,-168.0
AL62,22.0,-168.0
AL63,23.0,-168.0
AL64,24.0,-168.0
AL65,25.0,-168.0
AL66,26.0,-168.0
AL67,27.0,-168.0
AL68,28.0,-168.0
AL69,29.0,-168.0
AL70,20.0,-166.0
AL71,21.0,-166.0
AL72,22.0,-166.0
AL73,23.0,-166.0
AL74,24.0,-166.0
AL75,25.0,-166.0
AL76,26.0,-166.0
AL77,27.0,-166.0
AL78,28.0,-166.0
AL79,29.0,-166.0
AL80,20.0,-164.0
AL81,21.0,-164.0
AL82,22.0,-164.0
AL83,23.0,-164.0
AL84,24.0,-164.0
AL85,25.0,-164.0
AL86,26.0,-164.0
AL87,27.0,-164.0
AL88,28.0,-164.0
AL89,29.0,-164.0
AL90,20.0,-162.0
AL91,21.0,-162.0
AL92,22.0,-162.0
AL93,23.0,-162.0
AL94,24.0,-162.0
AL95,25.0,-162.0
AL96,26.0,-162.0
AL97,27.0,-162.0
AL98,28.0,-162.0
AL99,29.0,-162.0
AM00,30.0,-180.0
AM01,31.0,-180.0
AM02,32.0,-180.0
AM03,33.0,-180.0
AM04,34.0,-180.0
AM05,35.0,-180.0
AM06,36.0,-180.0
AM07,37.0,-180.0
AM08,38.0,-180.0
AM09,39.0,-180.0
AM10,30.0,-178.0
AM11,31.0,-178.0
AM12,32.0,-178.0
AM13,33.0,-178.0
AM14,34.0,-178.0
AM15,35.0,-178.0
AM16,36.0,-178.0
AM17,37.0,-178.0
AM18,38.0,-178.0
AM19,39.0,-178.0
AM20,30.0,-176.0
AM21,31.0,-176.0
AM22,32.0,-176.0
AM23,33.0,-176.0
AM24,34.0,-176.0
AM25,35.0,-176.0
AM26,36.0,-176.0
AM27,37.0,-176.0
AM28,38.0,-176.0
AM29,39.0,-176.0
AM30,30.0,-174.0
AM31,31.0,-174.0
AM32,32.0,-174.0
AM33,33.0,-174.0
AM34,34.0,-174.0
AM35,35.0,-174.0
AM36,36.0,-174.0
AM37,37.0,-174.0
AM38,38.0,-174.0
AM39,39.0,-174.0
AM40,30.0,-172.0
AM41,31.0,-172.0
AM42,32.0,-172.0
AM43,33.0,-172.0
AM44,34.0,-172.0
AM45,35.0,-172.0
AM46,36.0,-172.0
AM47,37.0,-172.0
AM48,38.0,-172.0
AM49,39.0,-172.0
AM50,30.0,-170.0
AM51,31.0,-170.0
AM52,32.0,-170.0
AM53,33.0,-170.0
AM54,34.0,-170.0
AM55,35.0,-170.0
AM56,36.0,-170.0
AM57,37.0,-170.0
AM58,38.0,-170.0
AM59,39.0,-170.0
AM60,30.0,-168.0
AM61,31.0,-168.0
AM62,32.0,-168.0
AM63,33.0,-168.0
AM64,34.0,-168.0
AM65,35.0,-168.0
AM66,36.0,-168.0
AM67,37.0,-168.0
AM68,38.0,-168.0
AM69,39.0,-168.0
AM70,30.0,-166.0
AM71,31.0,-166.0
AM72,32.0,-166.0
AM73,33.0,-166.0
AM74,34.0,-166.0
AM75,35.0,-166.0
AM76,36.0,-166.0
AM77,37.0,-166.0
AM78,38.0,-166.0
AM79,39.0,-166.0
AM80,30.0,-164.0
AM81,31.0,-164.0
AM82,32.0,-164.0
AM83,33.0,-164.0
AM84,34.0,-164.0
AM85,35.0,-164.0
AM86,36.0,-164.0
AM87,37.0,-164.0
AM88,38.0,-164.0
AM89,39.0,-164.0
AM90,30.0,-162.0
AM91,31.0,-162.0
AM92,32.0,-162.0
AM93,33.0,-162.0
AM94,34.0,-162.0
AM95,35.0,-162.0
AM96,36.0,-162.0
AM97,37.0,-162.0
AM98,38.0,-162.0
AM99,39.0,-162.0
AN00,40.0,-180.0
AN01,41.0,-180.0
AN02,42.0,-180.0
AN03,43.0,-180.0
AN04,44.0,-180.0
AN05,45.0,-180.0
AN06,46.0,-180.0
AN07,47.0,-180.0
AN08,48.0,-180.0
AN09,49.0,-180.0
AN10,40.0,-178.0
AN11,41.0,-178.0
AN12,42.0,-178.0
AN13,43.0,-178.0
AN14,44.0,-178.0
AN15,45.0,-178.0
AN16,46.0,-178.0
AN17,47.0,-178.0
AN18,48.0,-178.0
AN19,49.0,-178.0
AN20,40.0,-176.0
AN21,41.0,-176.0
AN22,42.0,-176.0
AN23,43.0,-176.0
AN24,44.0,-176.0
AN25,45.0,-176.0
AN26,46.0,-176.0
AN27,47.0,-176.0
AN28,48.0,-176.0
AN29,49.0,-176.0
AN30,40.0,-174.0
AN31,41.0,-174.0
AN32,42.0,-174.0
AN33,43.0,-174.0
AN34,44.0,-174.0
AN35,45.0,-174.0
AN36,46.0,-174.0
AN37,47.0,-174.0
AN38,48.0,-174.0
AN39,49.0,-174.0
AN40,40.0,-172.0
AN41,41.0,-172.0
AN42,42.0,-172.0
AN43,43.0,-172.0
AN44,44.0,-172.0
AN45,45.0,-172.0
AN46,46.0,-172.0
AN47,47.0,-172.0
AN48,48.0,-172.0
AN49,49.0,-172.0
AN50,40.0,-170.0
AN51,41.0,-170.0
AN52,42.0,-170.0
AN53,43.0,-170.0
AN54,44.0,-170.0
AN55,45.0,-170.0
AN56,46.0,-170.0
AN57,47.0,-170.0
AN58,48.0,-170.0
AN59,49.0,-170.0
AN60,40.0,-168.0
AN61,41.0,-168.0
AN62,42.0,-168.0
AN63,43.0,-168.0
AN64,44.0,-168.0
AN65,45.0,-168.0
AN66,46.0,-168.0
AN67,47.0,-168.0
AN68,48.0,-168.0
AN69,49.0,-168.0
AN70,40.0,-166.0
AN71,41.0,-166.0
AN72,42.0,-166.0
AN73,43.0,-166.0
AN74,44.0,-166.0
AN75,45.0,-166.0
AN76,46.0,-166.0
AN77,47.0,-166.0
AN78,48.0,-166.0
AN79,49.0,-166.0
AN80,40.0,-164.0
AN81,41.0,-164.0
AN82,42.0,-164.0
AN83,43.0,-164.0
AN84,44.0,-164.0
AN85,45.0,-164.0
AN86,46.0,-164.0
AN87,47.0,-164.0
AN88,48.0,-164.0
AN89,49.0,-164.0
AN90,40.0,-162.0
AN91,41.0,-162.0
AN92,42.0,-162.0
AN93,43.0,-162.0
AN94,44.0,-162.0
AN95,45.0,-162.0
AN96,46.0,-162.0
AN97,47.0,-162.0
AN98,48.0,-162.0
AN99,49.0,-162.0
AO00,50.0,-180.0
AO01,51.0,-180.0
AO02,52.0,-180.0
AO03,53.0,-180.0
AO04,54.0,-180.0
AO05,55.0,-180.0
AO06,56.0,-180.0
AO07,57.0,-180.0
AO08,58.0,-180.0
AO09,59.0,-180.0
AO10,50.0,-178.0
AO11,51.0,-178.0
AO12,52.0,-178.0
AO13,53.0,-178.0
AO14,54.0,-178.0
AO15,55.0,-178.0
AO16,56.0,-178.0
AO17,57.0,-178.0
AO18,58.0,-178.0
AO19,59.0,-178.0
AO20,50.0,-176.0
AO21,51.0,-176.0
AO22,52.0,-176.0
AO23,53.0,-176.0
AO24,54.0,-176.0
AO25,55.0,-176.0
AO26,56.0,-176.0
AO27,57.0,-176.0
AO28,58.0,-176.0
AO29,59.0,-176.0
AO30,50.0,-174.0
AO31,51.0,-174.0
AO32,52.0,-174.0
AO33,53.0,-174.0
AO34,54.0,-174.0
AO35,55.0,-174.0
AO36,56.0,-174.0
AO37,57.0,-174.0
AO38,58.0,-174.0
AO39,59.0,-174.0
AO40,50.0,-172.0
AO41,51.0,-172.0
AO42,52.0,-172.0
AO43,53.0,-172.0
AO44,54.0,-172.0
AO45,55.0,-172.0
AO46,56.0,-172.0
AO47,57.0,-172.0
AO48,58.0,-172.0
AO49,59.0,-172.0
AO50,50.0,-170.0
AO51,51.0,-170.0
AO52,52.0,-170.0
AO53,53.0,-170.0
AO54,54.0,-170.0
AO55,55.0,-170.0
AO56,56.0,-170.0
AO57,57.0,-170.0
AO58,58.0,-170.0
AO59,59.0,-170.0
AO60,50.0,-168.0
AO61,51.0,-168.0
AO62,52.0,-168.0
AO63,53.0,-168.0
AO64,54.0,-168.0
AO65,55.0,-168.0
AO66,56.0,-168.0
AO67,57.0,-168.0
AO68,58.0,-168.0
AO69,59.0,-168.0
AO70,50.0,-166.0
AO71,51.0,-166.0
AO72,52.0,-166.0
AO73,53.0,-166.0
AO74,54.0,-166.0
AO75,55.0,-166.0
AO76,56.0,-166.0
AO77,57.0,-166.0
AO78,58.0,-166.0
AO79,59.0,-166.0
AO80,50.0,-164.0
AO81,51.0,-164.0
AO82,52.0,-164.0
AO83,53.0,-164.0
AO84,54.0,-164.0
AO85,55.0,-164.0
AO86,56.0,-164.0
AO87,57.0,-164.0
AO88,58.0,-164.0
AO89,59.0,-164.0
AO90,50.0,-162.0
AO91,51.0,-162.0
AO92,52.0,-162.0
AO93,53.0,-162.0
AO94,54.0,-162.0
AO95,55.0,-162.0
AO96,56.0,-162.0
AO97,57.0,-162.0
AO98,58.0,-162.0
AO99,59.0,-162.0
AP00,60.0,-180.0
AP01,61.0,-180.0
AP02,62.0,-180.0
AP03,63.0,-180.0
AP04,64.0,-180.0
AP05,65.0,-180.0
AP06,66.0,-180.0
AP07,67.0,-180.0
AP08,68.0,-180.0
AP09,69.0,-180.0
AP10,60.0,-178.0
AP11,61.0,-178.0
AP12,62.0,-178.0
AP13,63.0,-178.0
AP14,64.0,-178.0
AP15,65.0,-178.0
AP16,66.0,-178.0
AP17,67.0,-178.0
AP18,68.0,-178.0
AP19,69.0,-178.0
AP20,60.0,-176.0
AP21,61.0,-176.0
AP22,62.0,-176.0
AP23,63.0,-176.0
AP24,64.0,-176.0
AP25,65.0,-176.0
AP26,66.0,-176.0
AP27,67.0,-176.0
AP28,68.0,-176.0
AP29,69.0,-176.0
AP30,60.0,-174.0
AP31,61.0,-174.0
AP32,62.0,-174.0
AP33,63.0,-174.0
AP34,64.0,-174.0
AP35,65.0,-174.0
AP36,66.0,-174.0
AP37,67.0,-174.0
AP38,68.0,-174.0
AP39,69.0,-174.0
AP40,60.0,-172.0
AP41,61.0,-172.0
AP42,62.0,-172.0
AP43,63.0,-172.0
AP44,64.0,-172.0
AP45,65.0,-172.0
AP46,66.0,-172.0
AP47,67.0,-172.0
AP48,68.0,-172.0
AP49,69.0,-172.0
AP50,60.0,-170.0
AP51,61.0,-170.0
AP52,62.0,-170.0
AP53,63.0,-170.0
AP54,64.0,-170.0
AP55,65.0,-170.0
AP56,66.0,-170.0
AP57,67.0,-170.0
AP58,68.0,-170.0
AP59,69.0,-170.0
AP60,60.0,-168.0
AP61,61.0,-168.0
AP62,62.0,-168.0
AP63,63.0,-168.0
AP64,64.0,-168.0
AP65,65.0,-168.0
AP66,66.0,-168.0
AP67,67.0,-168.0
AP68,68.0,-168.0
AP69,69.0,-168.0
AP70,60.0,-166.0
AP71,61.0,-166.0
AP72,62.0,-166.0
AP73,63.0,-166.0
AP74,64.0,-166.0
AP75,65.0,-166.0
AP76,66.0,-166.0
AP77,67.0,-166.0
AP78,68.0,-166.0
AP79,69.0,-166.0
AP80,60.0,-164.0
AP81,61.0,-164.0
AP82,62.0,-164.0
AP83,63.0,-164.0
AP84,64.0,-164.0
AP85,65.0,-164.0
AP86,66.0,-164.0
AP87,67.0,-164.0
AP88,68.0,-164.0
AP89,69.0,-164.0
AP90,60.0,-162.0
AP91,61.0,-162.0
AP92,62.0,-162.0
AP93,63.0,-162.0
AP94,64.0,-162.0
AP95,65.0,-162.0
AP96,66.0,-162.0
AP97,67.0,-162.0
AP98,68.0,-162.0
AP99,69.0,-162.0
AQ00,70.0,-180.0
AQ01,71.0,-180.0
AQ02,72.0,-180.0
AQ03,73.0,-180.0
AQ04,74.0,-180.0
AQ05,75.0,-180.0
AQ06,76.0,-180.0
AQ07,77.0,-180.0
AQ08,78.0,-180.0
AQ09,79.0,-180.0
AQ10,70.0,-178.0
AQ11,71.0,-178.0
AQ12,72.0,-178.0
AQ13,73.0,-178.0
AQ14,74.0,-178.0
AQ15,75.0,-178.0
AQ16,76.0,-178.0
AQ17,77.0,-178.0
AQ18,78.0,-178.0
AQ19,79.0,-178.0
AQ20,70.0,-176.0
AQ21,71.0,-176.0
AQ22,72.0,-176.0
AQ23,73.0,-176.0
AQ24,74.0,-176.0
AQ25,75.0,-176.0
AQ26,76.0,-176.0
AQ27,77.0,-176.0
AQ28,78.0,-176.0
AQ29,79.0,-176.0
AQ30,70.0,-174.0
AQ31,71.0,-174.0
AQ32,72.0,-174.0
AQ33,73.0,-174.0
AQ34,74.0,-174.0
AQ35,75.0,-174.0
AQ36,76.0,-174.0
AQ37,77.0,-174.0
AQ38,78.0,-174.0
AQ39,79.0,-174.0
AQ40,70.0,-172.0
AQ41,71.0,-172.0
AQ42,72.0,-172.0
AQ43,73.0,-172.0
AQ44,74.0,-172.0
AQ45,75.0,-172.0
AQ46,76.0,-172.0
AQ47,77.0,-172.0
AQ48,78.0,-172.0
AQ49,79.0,-172.0
AQ50,70.0,-170.0
AQ51,71.0,-170.0
AQ52,72.0,-170.0
AQ53,73.0,-170.0
AQ54,74.0,-170.0
AQ55,75.0,-170.0
AQ56,76.0,-170.0
AQ57,77.0,-170.0
AQ58,78.0,-170.0
AQ59,79.0,-170.0
AQ60,70.0,-168.0
AQ61,71.0,-168.0
AQ62,72.0,-168.0
AQ63,73.0,-168.0
AQ64,74.0,-168.0
AQ65,75.0,-168.0
AQ66,76.0,-168.0
AQ67,77.0,-168.0
AQ68,78.0,-168.0
AQ69,79.0,-168.0
AQ70,70.0,-166.0
AQ71,71.0,-166.0
AQ72,72.0,-166.0
AQ73,73.0,-166.0
AQ74,74.0,-166.0
AQ75,75.0,-166.0
AQ76,76.0,-166.0
AQ77,77.0,-166.0
AQ78,78.0,-166.0
AQ79,79.0,-166.0
AQ80,70.0,-164.0
AQ81,71.0,-164.0
AQ82,72.0,-164.0
AQ83,73.0,-164.0
AQ84,74.0,-164.0
AQ85,75.0,-164.0
AQ86,76.0,-164.0
AQ87,77.0,-164.0
AQ88,78.0,-164.0
AQ89,79.0,-164.0
AQ90,70.0,-162.0
AQ91,71.0,-162.0
AQ92,72.0,-162.0
AQ93,73.0,-162.0
AQ94,74.0,-162.0
AQ95,75.0,-162.0
AQ96,76.0,-162.0
AQ97,77.0,-162.0
AQ98,78.0,-162.0
AQ99,79.0,-162.0
AR00,80.0,-180.0
AR01,81.0,-180.0
AR02,82.0,-180.0
AR03,83.0,-180.0
AR04,84.0,-180.0
AR05,85.0,-180.0
AR06,86.0,-180.0
AR07,87.0,-180.0
AR08,88.0,-180.0
AR09,89.0,-180.0
AR10,80.0,-178.0
AR11,81.0,-178.0
AR12,82.0,-178.0
AR13,83.0,-178.0
AR14,84.0,-178.0
AR15,85.0,-178.0
AR16,86.0,-178.0
AR17,87.0,-178.0
AR18,88.0,-178.0
AR19,89.0,-178.0
AR20,80.0,-176.0
AR21,81.0,-176.0
AR22,82.0,-176.0
AR23,83.0,-176.0
AR24,84.0,-176.0
AR25,85.0,-176.0
AR26,86.0,-176.0
AR27,87.0,-176.0
AR28,88.0,-176.0
AR29,89.0,-176.0
AR30,80.0,-174.0
AR31,81.0,-174.0
AR32,82.0,-174.0
AR33,83.0,-174.0
AR34,84.0,-174.0
AR35,85.0,-174.0
AR36,86.0,-174.0
AR37,87.0,-174.0
AR38,88.0,-174.0
AR39,89.0,-174.0
AR40,80.0,-172.0
AR41,81.0,-172.0
AR42,82.0,-172.0
AR43,83.0,-172.0
AR44,84.0,-172.0
AR45,85.0,-172.0
AR46,86.0,-172.0
AR47,87.0,-172.0
AR48,88.0,-172.0
AR49,89.0,-172.0
AR50,80.0,-170.0
AR51,81.0,-170.0
AR52,82.0,-170.0
AR53,83.0,-170.0
AR54,84.0,-170.0
AR55,85.0,-170.0
AR56,86.0,-170.0
AR57,87.0,-170.0
AR58,88.0,-170.0
AR59,89.0,-170.0
AR60,80.0,-168.0
AR61,81.0,-168.0
AR62,82.0,-168.0
AR63,83.0,-168.0
AR64,84.0,-168.0
AR65,85.0,-168.0
AR66,86.0,-168.0
AR67,87.0,-168.0
AR68,88.0,-168.0
AR69,89.0,-168.0
AR70,80.0,-166.0
AR71,81.0,-166.0
AR72,82.0,-166.0
AR73,83.0,-166.0
AR74,84.0,-166.0
AR75,85.0,-166.0
AR76,86.0,-166.0
AR77,87.0,-166.0
AR78,88.0,-166.0
AR79,89.0,-166.0
AR80,80.0,-164.0
AR81,81.0,-164.0
AR82,82.0,-164.0
AR83,83.0,-164.0
AR84,84.0,-164.0
AR85,85.0,-164.0
AR86,86.0,-164.0
AR87,87.0,-164.0
AR88,88.0,-164.0
AR89,89.0,-164.0
AR90,80.0,-162.0
AR91,81.0,-162.0
AR92,82.0,-162.0
AR93,83.0,-162.0
AR94,84.0,-162.0
AR95,85.0,-162.0
AR96,86.0,-162.0
AR97,87.0,-162.0
AR98,88.0,-162.0
AR99,89.0,-162.0
BA00,-90.0,-160.0
BA01,-89.0,-160.0
BA02,-88.0,-160.0
BA03,-87.0,-160.0
BA04,-86.0,-160.0
BA05,-85.0,-160.0
BA06,-84.0,-160.0
BA07,-83.0,-160.0
BA08,-82.0,-160.0
BA09,-81.0,-160.0
BA10,-90.0,-158.0
BA11,-89.0,-158.0
BA12,-88.0,-158.0
BA13,-87.0,-158.0
BA14,-86.0,-158.0
BA15,-85.0,-158.0
BA16,-84.0,-158.0
BA17,-83.0,-158.0
BA18,-82.0,-158.0
BA19,-81.0,-158.0
BA20,-90.0,-156.0
BA21,-89.0,-156.0
BA22,-88.0,-156.0
BA23,-87.0,-156.0
BA24,-86.0,-156.0
BA25,-85.0,-156.0
BA26,-84.0,-156.0
BA27,-83.0,-156.0
BA28,-82.0,-156.0
BA29,-81.0,-156.0
BA30,-90.0,-154.0
BA31,-89.0,-154.0
BA32,-88.0,-154.0
BA33,-87.0,-154.0
BA34,-86.0,-154.0
BA35,-85.0,-154.0
BA36,-84.0,-154.0
BA37,-83.0,-154.0
BA38,-82.0,-154.0
BA39,-81.0,-154.0
BA40,-90.0,-152.0
BA41,-89.0,-152.0
BA42,-88.0,-152.0
BA43,-87.0,-152.0
BA44,-86.0,-152.0
BA45,-85.0,-152.0
BA46,-84.0,-152.0
BA47,-83.0,-152.0
BA48,-82.0,-152.0
BA49,-81.0,-152.0
BA50,-90.0,-150.0
BA51,-89.0,-150.0
BA52,-88.0,-150.0
BA53,-87.0,-150.0
BA54,-86.0,-150.0
BA55,-85.0,-150.0
BA56,-84.0,-150.0
BA57,-83.0,-150.0
BA58,-82.0,-150.0
BA59,-81.0,-150.0
BA60,-90.0,-148.0
BA61,-89.0,-148.0
BA62,-88.0,-148.0
BA63,-87.0,-148.0
BA64,-86.0,-148.0
BA65,-85.0,-148.0
BA66,-84.0,-148.0
BA67,-83.0,-148.0
BA68,-82.0,-148.0
BA69,-81.0,-148.0
BA70,-90.0,-146.0
BA71,-89.0,-146.0
BA72,-88.0,-146.0
BA73,-87.0,-146.0
BA74,-86.0,-146.0
BA75,-85.0,-146.0
BA76,-84.0,-146.0
BA77,-83.0,-146.0
BA78,-82.0,-146.0
BA79,-81.0,-146.0
BA80,-90.0,-144.0
BA81,-89.0,-144.0
BA82,-88.0,-144.0
BA83,-87.0,-144.0
BA84,-86.0,-144.0
BA85,-85.0,-144.0
BA86,-84.0,-144.0
BA87,-83.0,-144.0
BA88,-82.0,-144.0
BA89,-81.0,-144.0
BA90,-90.0,-142.0
BA91,-89.0,-142.0
BA92,-88.0,-142.0
BA93,-87.0,-142.0
BA94,-86.0,-142.0
BA95,-85.0,-142.0
BA96,-84.0,-142.0
BA97,-83.0,-142.0
BA98,-82.0,-142.0
BA99,-81.0,-142.0
BB00,-80.0,-160.0
BB01,-79.0,-160.0
BB02,-78.0,-160.0
BB03,-77.0,-160.0
BB04,-76.0,-160.0
BB05,-75.0,-160.0
BB06,-74.0,-160.0
BB07,-73.0,-160.0
BB08,-72.0,-160.0
BB09,-71.0,-160.0
BB10,-80.0,-158.0
BB11,-79.0,-158.0
BB12,-78.0,-158.0
BB13,-77.0,-158.0
BB14,-76.0,-158.0
BB15,-75.0,-158.0
BB16,-74.0,-158.0
BB17,-73.0,-158.0
BB18,-72.0,-158.0
BB19,-71.0,-158.0
BB20,-80.0,-156.0
BB21,-79.0,-156.0
BB22,-78.0,-156.0
BB23,-77.0,-156.0
BB24,-76.0,-156.0
BB25,-75.0,-156.0
BB26,-74.0,-156.0
BB27,-73.0,-156.0
BB28,-72.0,-156.0
BB29,-71.0,-156.0
BB30,-80.0,-154.0
BB31,-79.0,-154.0
BB32,-78.0,-154.0
BB33,-77.0,-154.0
BB34,-76.0,-154.0
BB35,-75.0,-154.0
BB36,-74.0,-154.0
BB37,-73.0,-154.0
BB38,-72.0,-154.0
BB39,-71.0,-154.0
BB40,-80.0,-152.0
BB41,-79.0,-152.0
BB42,-78.0,-152.0
BB43,-77.0,-152.0
BB44,-76.0,-152.0
BB45,-75.0,-152.0
BB46,-74.0,-152.0
BB47,-73.0,-152.0
BB48,-72.0,-152.0
BB49,-71.0,-152.0
BB50,-80.0,-150.0
BB51,-79.0,-150.0
BB52,-78.0,-150.0
BB53,-77.0,-150.0
BB54,-76.0,-150.0
BB55,-75.0,-150.0
BB56,-74.0,-150.0
BB57,-73.0,-150.0
BB58,-72.0,-150.0
BB59,-71.0,-150.0
BB60,-80.0,-148.0
BB61,-79.0,-148.0
BB62,-78.0,-148.0
BB63,-77.0,-148.0
BB64,-76.0,-148.0
BB65,-75.0,-148.0
BB66,-74.0,-148.0
BB67,-73.0,-148.0
BB68,-72.0,-148.0
BB69,-71.0,-148.0
BB70,-80.0,-146.0
BB71,-79.0,-146.0
BB72,-78.0,-146.0
BB73,-77.0,-146.0
BB74,-76.0,-146.0
BB75,-75.0,-146.0
BB76,-74.0,-146.0
BB77,-73.0,-146.0
BB78,-72.0,-146.0
BB79,-71.0,-146.0
BB80,-80.0,-144.0
BB81,-79.0,-144.0
BB82,-78.0,-144.0
BB83,-77.0,-144.0
BB84,-76.0,-144.0
BB85,-75.0,-144.0
BB86,-74.0,-144.0
BB87,-73.0,-144.0
BB88,-72.0,-144.0
BB89,-71.0,-144.0
BB90,-80.0,-142.0
BB91,-79.0,-142.0
BB92,-78.0,-142.0
BB93,-77.0,-142.0
BB94,-76.0,-142.0
BB95,-75.0,-142.0
BB96,-74.0,-142.0
BB97,-73.0,-142.0
BB98,-72.0,-142.0
BB99,-71.0,-142.0
BC00,-70.0,-160.0
BC01,-69.0,-160.0
BC02,-68.0,-160.0
BC03,-67.0,-160.0
BC04,-66.0,-160.0
BC05,-65.0,-160.0
BC06,-64.0,-160.0
BC07,-63.0,-160.0
BC08,-62.0,-160.0
BC09,-61.0,-160.0
BC10,-70.0,-158.0
BC11,-69.0,-158.0
BC12,-68.0,-158.0
BC13,-67.0,-158.0
BC14,-66.0,-158.0
BC15,-65.0,-158.0
BC16,-64.0,-158.0
BC17,-63.0,-158.0
BC18,-62.0,-158.0
BC19,-61.0,-158.0
BC20,-70.0,-156.0
BC21,-69.0,-156.0
BC22,-68.0,-156.0
BC23,-67.0,-156.0
BC24,-66.0,-156.0
BC25,-65.0,-156.0
BC26,-64.0,-156.0
BC27,-63.0,-156.0
BC28,-62.0,-156.0
BC29,-61.0,-156.0
BC30,-70.0,-154.0
BC31,-69.0,-154.0
BC32,-68.0,-154.0
BC33,-67.0,-154.0
BC34,-66.0,-154.0
BC35,-65.0,-154.0
BC36,-64.0,-154.0
BC37,-63.0,-154.0
BC38,-62.0,-154.0
BC39,-61.0,-154.0
BC40,-70.0,-152.0
BC41,-69.0,-152.0
BC42,-68.0,-152.0
BC43,-67.0,-152.0
BC44,-66.0,-152.0
