grid,lon_lat
MM05,"(60.0, 35.0)"
MM06,"(60.0, 36.0)"
MM07,"(60.0, 37.0)"
MM08,"(60.0, 38.0)"
MM09,"(60.0, 39.0)"
MM10,"(62.0, 30.0)"
MM11,"(62.0, 31.0)"
MM12,"(62.0, 32.0)"
MM13,"(62.0, 33.0)"
MM14,"(62.0, 34.0)"
MM15,"(62.0, 35.0)"
MM16,"(62.0, 36.0)"
MM17,"(62.0, 37.0)"
MM18,"(62.0, 38.0)"
MM19,"(62.0, 39.0)"
MM20,"(64.0, 30.0)"
MM21,"(64.0, 31.0)"
MM22,"(64.0, 32.0)"
MM23,"(64.0, 33.0)"
MM24,"(64.0, 34.0)"
MM25,"(64.0, 35.0)"
MM26,"(64.0, 36.0)"
MM27,"(64.0, 37.0)"
MM28,"(64.0, 38.0)"
MM29,"(64.0, 39.0)"
MM30,"(66.0, 30.0)"
MM31,"(66.0, 31.0)"
MM32,"(66.0, 32.0)"
MM33,"(66.0, 33.0)"
MM34,"(66.0, 34.0)"
MM35,"(66.0, 35.0)"
MM36,"(66.0, 36.0)"
MM37,"(66.0, 37.0)"
MM38,"(66.0, 38.0)"
MM39,"(66.0, 39.0)"
MM40,"(68.0, 30.0)"
MM41,"(68.0, 31.0)"
MM42,"(68.0, 32.0)"
MM43,"(68.0, 33.0)"
MM44,"(68.0, 34.0)"
MM45,"(68.0, 35.0)"
MM46,"(68.0, 36.0)"
MM47,"(68.0, 37.0)"
MM48,"(68.0, 38.0)"
MM49,"(68.0, 39.0)"
MM50,"(70.0, 30.0)"
MM51,"(70.0, 31.0)"
MM52,"(70.0, 32.0)"
MM53,"(70.0, 33.0)"
MM54,"(70.0, 34.0)"
MM55,"(70.0, 35.0)"
MM56,"(70.0, 36.0)"
MM57,"(70.0, 37.0)"
MM58,"(70.0, 38.0)"
MM59,"(70.0, 39.0)"
MM60,"(72.0, 30.0)"
MM61,"(72.0, 31.0)"
MM62,"(72.0, 32.0)"
MM63,"(72.0, 33.0)"
MM64,"(72.0, 34.0)"
MM65,"(72.0, 35.0)"
MM66,"(72.0, 36.0)"
MM67,"(72.0, 37.0)"
MM68,"(72.0, 38.0)"
MM69,"(72.0, 39.0)"
MM70,"(74.0, 30.0)"
MM71,"(74.0, 31.0)"
MM72,"(74.0, 32.0)"
MM73,"(74.0, 33.0)"
MM74,"(74.0, 34.0)"
MM75,"(74.0, 35.0)"
MM76,"(74.0, 36.0)"
MM77,"(74.0, 37.0)"
MM78,"(74.0, 38.0)"
MM79,"(74.0, 39.0)"
MM80,"(76.0, 30.0)"
MM81,"(76.0, 31.0)"
MM82,"(76.0, 32.0)"
MM83,"(76.0, 33.0)"
MM84,"(76.0, 34.0)"
MM85,"(76.0, 35.0)"
MM86,"(76.0, 36.0)"
MM87,"(76.0, 37.0)"
MM88,"(76.0, 38.0)"
MM89,"(76.0, 39.0)"
MM90,"(78.0, 30.0)"
MM91,"(78.0, 31.0)"
MM92,"(78.0, 32.0)"
MM93,"(78.0, 33.0)"
MM94,"(78.0, 34.0)"
MM95,"(78.0, 35.0)"
MM96,"(78.0, 36.0)"
MM97,"(78.0, 37.0)"
MM98,"(78.0, 38.0)"
MM99,"(78.0, 39.0)"
MN00,"(60.0, 40.0)"
MN01,"(60.0, 41.0)"
MN02,"(60.0, 42.0)"
MN03,"(60.0, 43.0)"
MN04,"(60.0, 44.0)"
MN05,"(60.0, 45.0)"
MN06,"(60.0, 46.0)"
MN07,"(60.0, 47.0)"
MN08,"(60.0, 48.0)"
MN09,"(60.0, 49.0)"
MN10,"(62.0, 40.0)"
MN11,"(62.0, 41.0)"
MN12,"(62.0, 42.0)"
MN13,"(62.0, 43.0)"
MN14,"(62.0, 44.0)"
MN15,"(62.0, 45.0)"
MN16,"(62.0, 46.0)"
MN17,"(62.0, 47.0)"
MN18,"(62.0, 48.0)"
MN19,"(62.0, 49.0)"
MN20,"(64.0, 40.0)"
MN21,"(64.0, 41.0)"
MN22,"(64.0, 42.0)"
MN23,"(64.0, 43.0)"
MN24,"(64.0, 44.0)"
MN25,"(64.0, 45.0)"
MN26,"(64.0, 46.0)"
MN27,"(64.0, 47.0)"
MN28,"(64.0, 48.0)"
MN29,"(64.0, 49.0)"
MN30,"(66.0, 40.0)"
MN31,"(66.0, 41.0)"
MN32,"(66.0, 42.0)"
MN33,"(66.0, 43.0)"
MN34,"(66.0, 44.0)"
MN35,"(66.0, 45.0)"
MN36,"(66.0, 46.0)"
MN37,"(66.0, 47.0)"
MN38,"(66.0, 48.0)"
MN39,"(66.0, 49.0)"
MN40,"(68.0, 40.0)"
MN41,"(68.0, 41.0)"
MN42,"(68.0, 42.0)"
MN43,"(68.0, 43.0)"
MN44,"(68.0, 44.0)"
MN45,"(68.0, 45.0)"
MN46,"(68.0, 46.0)"
MN47,"(68.0, 47.0)"
MN48,"(68.0, 48.0)"
MN49,"(68.0, 49.0)"
MN50,"(70.0, 40.0)"
MN51,"(70.0, 41.0)"
MN52,"(70.0, 42.0)"
MN53,"(70.0, 43.0)"
MN54,"(70.0, 44.0)"
MN55,"(70.0, 45.0)"
MN56,"(70.0, 46.0)"
MN57,"(70.0, 47.0)"
MN58,"(70.0, 48.0)"
MN59,"(70.0, 49.0)"
MN60,"(72.0, 40.0)"
MN61,"(72.0, 41.0)"
MN62,"(72.0, 42.0)"
MN63,"(72.0, 43.0)"
MN64,"(72.0, 44.0)"
MN65,"(72.0, 45.0)"
MN66,"(72.0, 46.0)"
MN67,"(72.0, 47.0)"
MN68,"(72.0, 48.0)"
MN69,"(72.0, 49.0)"
MN70,"(74.0, 40.0)"
MN71,"(74.0, 41.0)"
MN72,"(74.0, 42.0)"
MN73,"(74.0, 43.0)"
MN74,"(74.0, 44.0)"
MN75,"(74.0, 45.0)"
MN76,"(74.0, 46.0)"
MN77,"(74.0, 47.0)"
MN78,"(74.0, 48.0)"
MN79,"(74.0, 49.0)"
MN80,"(76.0, 40.0)"
MN81,"(76.0, 41.0)"
MN82,"(76.0, 42.0)"
MN83,"(76.0, 43.0)"
MN84,"(76.0, 44.0)"
MN85,"(76.0, 45.0)"
MN86,"(76.0, 46.0)"
MN87,"(76.0, 47.0)"
MN88,"(76.0, 48.0)"
MN89,"(76.0, 49.0)"
MN90,"(78.0, 40.0)"
MN91,"(78.0, 41.0)"
MN92,"(78.0, 42.0)"
MN93,"(78.0, 43.0)"
MN94,"(78.0, 44.0)"
MN95,"(78.0, 45.0)"
MN96,"(78.0, 46.0)"
MN97,"(78.0, 47.0)"
MN98,"(78.0, 48.0)"
MN99,"(78.0, 49.0)"
MO00,"(60.0, 50.0)"
MO01,"(60.0, 51.0)"
MO02,"(60.0, 52.0)"
MO03,"(60.0, 53.0)"
MO04,"(60.0, 54.0)"
MO05,"(60.0, 55.0)"
MO06,"(60.0, 56.0)"
MO07,"(60.0, 57.0)"
MO08,"(60.0, 58.0)"
MO09,"(60.0, 59.0)"
MO10,"(62.0, 50.0)"
MO11,"(62.0, 51.0)"
MO12,"(62.0, 52.0)"
MO13,"(62.0, 53.0)"
MO14,"(62.0, 54.0)"
MO15,"(62.0, 55.0)"
MO16,"(62.0, 56.0)"
MO17,"(62.0, 57.0)"
MO18,"(62.0, 58.0)"
MO19,"(62.0, 59.0)"
MO20,"(64.0, 50.0)"
MO21,"(64.0, 51.0)"
MO22,"(64.0, 52.0)"
MO23,"(64.0, 53.0)"
MO24,"(64.0, 54.0)"
MO25,"(64.0, 55.0)"
MO26,"(64.0, 56.0)"
MO27,"(64.0, 57.0)"
MO28,"(64.0, 58.0)"
MO29,"(64.0, 59.0)"
MO30,"(66.0, 50.0)"
MO31,"(66.0, 51.0)"
MO32,"(66.0, 52.0)"
MO33,"(66.0, 53.0)"
MO34,"(66.0, 54.0)"
MO35,"(66.0, 55.0)"
MO36,"(66.0, 56.0)"
MO37,"(66.0, 57.0)"
MO38,"(66.0, 58.0)"
MO39,"(66.0, 59.0)"
MO40,"(68.0, 50.0)"
MO41,"(68.0, 51.0)"
MO42,"(68.0, 52.0)"
MO43,"(68.0, 53.0)"
MO44,"(68.0, 54.0)"
MO45,"(68.0, 55.0)"
MO46,"(68.0, 56.0)"
MO47,"(68.0, 57.0)"
MO48,"(68.0, 58.0)"
MO49,"(68.0, 59.0)"
MO50,"(70.0, 50.0)"
MO51,"(70.0, 51.0)"
MO52,"(70.0, 52.0)"
MO53,"(70.0, 53.0)"
MO54,"(70.0, 54.0)"
MO55,"(70.0, 55.0)"
MO56,"(70.0, 56.0)"
MO57,"(70.0, 57.0)"
MO58,"(70.0, 58.0)"
MO59,"(70.0, 59.0)"
MO60,"(72.0, 50.0)"
MO61,"(72.0, 51.0)"
MO62,"(72.0, 52.0)"
MO63,"(72.0, 53.0)"
MO64,"(72.0, 54.0)"
MO65,"(72.0, 55.0)"
MO66,"(72.0, 56.0)"
MO67,"(72.0, 57.0)"
MO68,"(72.0, 58.0)"
MO69,"(72.0, 59.0)"
MO70,"(74.0, 50.0)"
MO71,"(74.0, 51.0)"
MO72,"(74.0, 52.0)"
MO73,"(74.0, 53.0)"
MO74,"(74.0, 54.0)"
MO75,"(74.0, 55.0)"
MO76,"(74.0, 56.0)"
MO77,"(74.0, 57.0)"
MO78,"(74.0, 58.0)"
MO79,"(74.0, 59.0)"
MO80,"(76.0, 50.0)"
MO81,"(76.0, 51.0)"
MO82,"(76.0, 52.0)"
MO83,"(76.0, 53.0)"
MO84,"(76.0, 54.0)"
MO85,"(76.0, 55.0)"
MO86,"(76.0, 56.0)"
MO87,"(76.0, 57.0)"
MO88,"(76.0, 58.0)"
MO89,"(76.0, 59.0)"
MO90,"(78.0, 50.0)"
MO91,"(78.0, 51.0)"
MO92,"(78.0, 52.0)"
MO93,"(78.0, 53.0)"
MO94,"(78.0, 54.0)"
MO95,"(78.0, 55.0)"
MO96,"(78.0, 56.0)"
MO97,"(78.0, 57.0)"
MO98,"(78.0, 58.0)"
MO99,"(78.0, 59.0)"
MP00,"(60.0, 60.0)"
MP01,"(60.0, 61.0)"
MP02,"(60.0, 62.0)"
MP03,"(60.0, 63.0)"
MP04,"(60.0, 64.0)"
MP05,"(60.0, 65.0)"
MP06,"(60.0, 66.0)"
MP07,"(60.0, 67.0)"
MP08,"(60.0, 68.0)"
MP09,"(60.0, 69.0)"
MP10,"(62.0, 60.0)"
MP11,"(62.0, 61.0)"
MP12,"(62.0, 62.0)"
MP13,"(62.0, 63.0)"
MP14,"(62.0, 64.0)"
MP15,"(62.0, 65.0)"
MP16,"(62.0, 66.0)"
MP17,"(62.0, 67.0)"
MP18,"(62.0, 68.0)"
MP19,"(62.0, 69.0)"
MP20,"(64.0, 60.0)"
MP21,"(64.0, 61.0)"
MP22,"(64.0, 62.0)"
MP23,"(64.0, 63.0)"
MP24,"(64.0, 64.0)"
MP25,"(64.0, 65.0)"
MP26,"(64.0, 66.0)"
MP27,"(64.0, 67.0)"
MP28,"(64.0, 68.0)"
MP29,"(64.0, 69.0)"
MP30,"(66.0, 60.0)"
MP31,"(66.0, 61.0)"
MP32,"(66.0, 62.0)"
MP33,"(66.0, 63.0)"
MP34,"(66.0, 64.0)"
MP35,"(66.0, 65.0)"
MP36,"(66.0, 66.0)"
MP37,"(66.0, 67.0)"
MP38,"(66.0, 68.0)"
MP39,"(66.0, 69.0)"
MP40,"(68.0, 60.0)"
MP41,"(68.0, 61.0)"
MP42,"(68.0, 62.0)"
MP43,"(68.0, 63.0)"
MP44,"(68.0, 64.0)"
MP45,"(68.0, 65.0)"
MP46,"(68.0, 66.0)"
MP47,"(68.0, 67.0)"
MP48,"(68.0, 68.0)"
MP49,"(68.0, 69.0)"
MP50,"(70.0, 60.0)"
MP51,"(70.0, 61.0)"
MP52,"(70.0, 62.0)"
MP53,"(70.0, 63.0)"
MP54,"(70.0, 64.0)"
MP55,"(70.0, 65.0)"
MP56,"(70.0, 66.0)"
MP57,"(70.0, 67.0)"
MP58,"(70.0, 68.0)"
MP59,"(70.0, 69.0)"
MP60,"(72.0, 60.0)"
MP61,"(72.0, 61.0)"
MP62,"(72.0, 62.0)"
MP63,"(72.0, 63.0)"
MP64,"(72.0, 64.0)"
MP65,"(72.0, 65.0)"
MP66,"(72.0, 66.0)"
MP67,"(72.0, 67.0)"
MP68,"(72.0, 68.0)"
MP69,"(72.0, 69.0)"
MP70,"(74.0, 60.0)"
MP71,"(74.0, 61.0)"
MP72,"(74.0, 62.0)"
MP73,"(74.0, 63.0)"
MP74,"(74.0, 64.0)"
MP75,"(74.0, 65.0)"
MP76,"(74.0, 66.0)"
MP77,"(74.0, 67.0)"
MP78,"(74.0, 68.0)"
MP79,"(74.0, 69.0)"
MP80,"(76.0, 60.0)"
MP81,"(76.0, 61.0)"
MP82,"(76.0, 62.0)"
MP83,"(76.0, 63.0)"
MP84,"(76.0, 64.0)"
MP85,"(76.0, 65.0)"
MP86,"(76.0, 66.0)"
MP87,"(76.0, 67.0)"
MP88,"(76.0, 68.0)"
MP89,"(76.0, 69.0)"
MP90,"(78.0, 60.0)"
MP91,"(78.0, 61.0)"
MP92,"(78.0, 62.0)"
MP93,"(78.0, 63.0)"
MP94,"(78.0, 64.0)"
MP95,"(78.0, 65.0)"
MP96,"(78.0, 66.0)"
MP97,"(78.0, 67.0)"
MP98,"(78.0, 68.0)"
MP99,"(78.0, 69.0)"
MQ00,"(60.0, 70.0)"
MQ01,"(60.0, 71.0)"
MQ02,"(60.0, 72.0)"
MQ03,"(60.0, 73.0)"
MQ04,"(60.0, 74.0)"
MQ05,"(60.0, 75.0)"
MQ06,"(60.0, 76.0)"
MQ07,"(60.0, 77.0)"
MQ08,"(60.0, 78.0)"
MQ09,"(60.0, 79.0)"
MQ10,"(62.0, 70.0)"
MQ11,"(62.0, 71.0)"
MQ12,"(62.0, 72.0)"
MQ13,"(62.0, 73.0)"
MQ14,"(62.0, 74.0)"
MQ15,"(62.0, 75.0)"
MQ16,"(62.0, 76.0)"
MQ17,"(62.0, 77.0)"
MQ18,"(62.0, 78.0)"
MQ19,"(62.0, 79.0)"
MQ20,"(64.0, 70.0)"
MQ21,"(64.0, 71.0)"
MQ22,"(64.0, 72.0)"
MQ23,"(64.0, 73.0)"
MQ24,"(64.0, 74.0)"
MQ25,"(64.0, 75.0)"
MQ26,"(64.0, 76.0)"
MQ27,"(64.0, 77.0)"
MQ28,"(64.0, 78.0)"
MQ29,"(64.0, 79.0)"
MQ30,"(66.0, 70.0)"
MQ31,"(66.0, 71.0)"
MQ32,"(66.0, 72.0)"
MQ33,"(66.0, 73.0)"
MQ34,"(66.0, 74.0)"
MQ35,"(66.0, 75.0)"
MQ36,"(66.0, 76.0)"
MQ37,"(66.0, 77.0)"
MQ38,"(66.0, 78.0)"
MQ39,"(66.0, 79.0)"
MQ40,"(68.0, 70.0)"
MQ41,"(68.0, 71.0)"
MQ42,"(68.0, 72.0)"
MQ43,"(68.0, 73.0)"
MQ44,"(68.0, 74.0)"
MQ45,"(68.0, 75.0)"
MQ46,"(68.0, 76.0)"
MQ47,"(68.0, 77.0)"
MQ48,"(68.0, 78.0)"
MQ49,"(68.0, 79.0)"
MQ50,"(70.0, 70.0)"
MQ51,"(70.0, 71.0)"
MQ52,"(70.0, 72.0)"
MQ53,"(70.0, 73.0)"
MQ54,"(70.0, 74.0)"
MQ55,"(70.0, 75.0)"
MQ56,"(70.0, 76.0)"
MQ57,"(70.0, 77.0)"
MQ58,"(70.0, 78.0)"
MQ59,"(70.0, 79.0)"
MQ60,"(72.0, 70.0)"
MQ61,"(72.0, 71.0)"
MQ62,"(72.0, 72.0)"
MQ63,"(72.0, 73.0)"
MQ64,"(72.0, 74.0)"
MQ65,"(72.0, 75.0)"
MQ66,"(72.0, 76.0)"
MQ67,"(72.0, 77.0)"
MQ68,"(72.0, 78.0)"
MQ69,"(72.0, 79.0)"
MQ70,"(74.0, 70.0)"
MQ71,"(74.0, 71.0)"
MQ72,"(74.0, 72.0)"
MQ73,"(74.0, 73.0)"
MQ74,"(74.0, 74.0)"
MQ75,"(74.0, 75.0)"
MQ76,"(74.0, 76.0)"
MQ77,"(74.0, 77.0)"
MQ78,"(74.0, 78.0)"
MQ79,"(74.0, 79.0)"
MQ80,"(76.0, 70.0)"
MQ81,"(76.0, 71.0)"
MQ82,"(76.0, 72.0)"
MQ83,"(76.0, 73.0)"
MQ84,"(76.0, 74.0)"
MQ85,"(76.0, 75.0)"
MQ86,"(76.0, 76.0)"
MQ87,"(76.0, 77.0)"
MQ88,"(76.0, 78.0)"
MQ89,"(76.0, 79.0)"
MQ90,"(78.0, 70.0)"
MQ91,"(78.0, 71.0)"
MQ92,"(78.0, 72.0)"
MQ93,"(78.0, 73.0)"
MQ94,"(78.0, 74.0)"
MQ95,"(78.0, 75.0)"
MQ96,"(78.0, 76.0)"
MQ97,"(78.0, 77.0)"
MQ98,"(78.0, 78.0)"
MQ99,"(78.0, 79.0)"
MR00,"(60.0, 80.0)"
MR01,"(60.0, 81.0)"
MR02,"(60.0, 82.0)"
MR03,"(60.0, 83.0)"
MR04,"(60.0, 84.0)"
MR05,"(60.0, 85.0)"
MR06,"(60.0, 86.0)"
MR07,"(60.0, 87.0)"
MR08,"(60.0, 88.0)"
MR09,"(60.0, 89.0)"
MR10,"(62.0, 80.0)"
MR11,"(62.0, 81.0)"
MR12,"(62.0, 82.0)"
MR13,"(62.0, 83.0)"
MR14,"(62.0, 84.0)"
MR15,"(62.0, 85.0)"
MR16,"(62.0, 86.0)"
MR17,"(62.0, 87.0)"
MR18,"(62.0, 88.0)"
MR19,"(62.0, 89.0)"
MR20,"(64.0, 80.0)"
MR21,"(64.0, 81.0)"
MR22,"(64.0, 82.0)"
MR23,"(64.0, 83.0)"
MR24,"(64.0, 84.0)"
MR25,"(64.0, 85.0)"
MR26,"(64.0, 86.0)"
MR27,"(64.0, 87.0)"
MR28,"(64.0, 88.0)"
MR29,"(64.0, 89.0)"
MR30,"(66.0, 80.0)"
MR31,"(66.0, 81.0)"
MR32,"(66.0, 82.0)"
MR33,"(66.0, 83.0)"
MR34,"(66.0, 84.0)"
MR35,"(66.0, 85.0)"
MR36,"(66.0, 86.0)"
MR37,"(66.0, 87.0)"
MR38,"(66.0, 88.0)"
MR39,"(66.0, 89.0)"
MR40,"(68.0, 80.0)"
MR41,"(68.0, 81.0)"
MR42,"(68.0, 82.0)"
MR43,"(68.0, 83.0)"
MR44,"(68.0, 84.0)"
MR45,"(68.0, 85.0)"
MR46,"(68.0, 86.0)"
MR47,"(68.0, 87.0)"
MR48,"(68.0, 88.0)"
MR49,"(68.0, 89.0)"
MR50,"(70.0, 80.0)"
MR51,"(70.0, 81.0)"
MR52,"(70.0, 82.0)"
MR53,"(70.0, 83.0)"
MR54,"(70.0, 84.0)"
MR55,"(70.0, 85.0)"
MR56,"(70.0, 86.0)"
MR57,"(70.0, 87.0)"
MR58,"(70.0, 88.0)"
MR59,"(70.0, 89.0)"
MR60,"(72.0, 80.0)"
MR61,"(72.0, 81.0)"
MR62,"(72.0, 82.0)"
MR63,"(72.0, 83.0)"
MR64,"(72.0, 84.0)"
MR65,"(72.0, 85.0)"
MR66,"(72.0, 86.0)"
MR67,"(72.0, 87.0)"
MR68,"(72.0, 88.0)"
MR69,"(72.0, 89.0)"
MR70,"(74.0, 80.0)"
MR71,"(74.0, 81.0)"
MR72,"(74.0, 82.0)"
MR73,"(74.0, 83.0)"
MR74,"(74.0, 84.0)"
MR75,"(74.0, 85.0)"
MR76,"(74.0, 86.0)"
MR77,"(74.0, 87.0)"
MR78,"(74.0, 88.0)"
MR79,"(74.0, 89.0)"
MR80,"(76.0, 80.0)"
MR81,"(76.0, 81.0)"
MR82,"(76.0, 82.0)"
MR83,"(76.0, 83.0)"
MR84,"(76.0, 84.0)"
MR85,"(76.0, 85.0)"
MR86,"(76.0, 86.0)"
MR87,"(76.0, 87.0)"
MR88,"(76.0, 88.0)"
MR89,"(76.0, 89.0)"
MR90,"(78.0, 80.0)"
MR91,"(78.0, 81.0)"
MR92,"(78.0, 82.0)"
MR93,"(78.0, 83.0)"
MR94,"(78.0, 84.0)"
MR95,"(78.0, 85.0)"
MR96,"(78.0, 86.0)"
MR97,"(78.0, 87.0)"
MR98,"(78.0, 88.0)"
MR99,"(78.0, 89.0)"
NA00,"(80.0, -90.0)"
NA01,"(80.0, -89.0)"
NA02,"(80.0, -88.0)"
NA03,"(80.0, -87.0)"
NA04,"(80.0, -86.0)"
NA05,"(80.0, -85.0)"
NA06,"(80.0, -84.0)"
NA07,"(80.0, -83.0)"
NA08,"(80.0, -82.0)"
NA09,"(80.0, -81.0)"
NA10,"(82.0, -90.0)"
NA11,"(82.0, -89.0)"
NA12,"(82.0, -88.0)"
NA13,"(82.0, -87.0)"
NA14,"(82.0, -86.0)"
NA15,"(82.0, -85.0)"
NA16,"(82.0, -84.0)"
NA17,"(82.0, -83.0)"
NA18,"(82.0, -82.0)"
NA19,"(82.0, -81.0)"
NA20,"(84.0, -90.0)"
NA21,"(84.0, -89.0)"
NA22,"(84.0, -88.0)"
NA23,"(84.0, -87.0)"
NA24,"(84.0, -86.0)"
NA25,"(84.0, -85.0)"
NA26,"(84.0, -84.0)"
NA27,"(84.0, -83.0)"
NA28,"(84.0, -82.0)"
NA29,"(84.0, -81.0)"
NA30,"(86.0, -90.0)"
NA31,"(86.0, -89.0)"
NA32,"(86.0, -88.0)"
NA33,"(86.0, -87.0)"
NA34,"(86.0, -86.0)"
NA35,"(86.0, -85.0)"
NA36,"(86.0, -84.0)"
NA37,"(86.0, -83.0)"
NA38,"(86.0, -82.0)"
NA39,"(86.0, -81.0)"
NA40,"(88.0, -90.0)"
NA41,"(88.0, -89.0)"
NA42,"(88.0, -88.0)"
NA43,"(88.0, -87.0)"
NA44,"(88.0, -86.0)"
NA45,"(88.0, -85.0)"
NA46,"(88.0, -84.0)"
NA47,"(88.0, -83.0)"
NA48,"(88.0, -82.0)"
NA49,"(88.0, -81.0)"
NA50,"(90.0, -90.0)"
NA51,"(90.0, -89.0)"
NA52,"(90.0, -88.0)"
NA53,"(90.0, -87.0)"
NA54,"(90.0, -86.0)"
NA55,"(90.0, -85.0)"
NA56,"(90.0, -84.0)"
NA57,"(90.0, -83.0)"
NA58,"(90.0, -82.0)"
NA59,"(90.0, -81.0)"
NA60,"(92.0, -90.0)"
NA61,"(92.0, -89.0)"
NA62,"(92.0, -88.0)"
NA63,"(92.0, -87.0)"
NA64,"(92.0, -86.0)"
NA65,"(92.0, -85.0)"
NA66,"(92.0, -84.0)"
NA67,"(92.0, -83.0)"
NA68,"(92.0, -82.0)"
NA69,"(92.0, -81.0)"
NA70,"(94.0, -90.0)"
NA71,"(94.0, -89.0)"
NA72,"(94.0, -88.0)"
NA73,"(94.0, -87.0)"
NA74,"(94.0, -86.0)"
NA75,"(94.0, -85.0)"
NA76,"(94.0, -84.0)"
NA77,"(94.0, -83.0)"
NA78,"(94.0, -82.0)"
NA79,"(94.0, -81.0)"
NA80,"(96.0, -90.0)"
NA81,"(96.0, -89.0)"
NA82,"(96.0, -88.0)"
NA83,"(96.0, -87.0)"
NA84,"(96.0, -86.0)"
NA85,"(96.0, -85.0)"
NA86,"(96.0, -84.0)"
NA87,"(96.0, -83.0)"
NA88,"(96.0, -82.0)"
NA89,"(96.0, -81.0)"
NA90,"(98.0, -90.0)"
NA91,"(98.0, -89.0)"
NA92,"(98.0, -88.0)"
NA93,"(98.0, -87.0)"
NA94,"(98.0, -86.0)"
NA95,"(98.0, -85.0)"
NA96,"(98.0, -84.0)"
NA97,"(98.0, -83.0)"
NA98,"(98.0, -82.0)"
NA99,"(98.0, -81.0)"
NB00,"(80.0, -80.0)"
NB01,"(80.0, -79.0)"
NB02,"(80.0, -78.0)"
NB03,"(80.0, -77.0)"
NB04,"(80.0, -76.0)"
NB05,"(80.0, -75.0)"
NB06,"(80.0, -74.0)"
NB07,"(80.0, -73.0)"
NB08,"(80.0, -72.0)"
NB09,"(80.0, -71.0)"
NB10,"(82.0, -80.0)"
NB11,"(82.0, -79.0)"
NB12,"(82.0, -78.0)"
NB13,"(82.0, -77.0)"
NB14,"(82.0, -76.0)"
NB15,"(82.0, -75.0)"
NB16,"(82.0, -74.0)"
NB17,"(82.0, -73.0)"
NB18,"(82.0, -72.0)"
NB19,"(82.0, -71.0)"
NB20,"(84.0, -80.0)"
NB21,"(84.0, -79.0)"
NB22,"(84.0, -78.0)"
NB23,"(84.0, -77.0)"
NB24,"(84.0, -76.0)"
NB25,"(84.0, -75.0)"
NB26,"(84.0, -74.0)"
NB27,"(84.0, -73.0)"
NB28,"(84.0, -72.0)"
NB29,"(84.0, -71.0)"
NB30,"(86.0, -80.0)"
NB31,"(86.0, -79.0)"
NB32,"(86.0, -78.0)"
NB33,"(86.0, -77.0)"
NB34,"(86.0, -76.0)"
NB35,"(86.0, -75.0)"
NB36,"(86.0, -74.0)"
NB37,"(86.0, -73.0)"
NB38,"(86.0, -72.0)"
NB39,"(86.0, -71.0)"
NB40,"(88.0, -80.0)"
NB41,"(88.0, -79.0)"
NB42,"(88.0, -78.0)"
NB43,"(88.0, -77.0)"
NB44,"(88.0, -76.0)"
NB45,"(88.0, -75.0)"
NB46,"(88.0, -74.0)"
NB47,"(88.0, -73.0)"
NB48,"(88.0, -72.0)"
NB49,"(88.0, -71.0)"
NB50,"(90.0, -80.0)"
NB51,"(90.0, -79.0)"
NB52,"(90.0, -78.0)"
NB53,"(90.0, -77.0)"
NB54,"(90.0, -76.0)"
NB55,"(90.0, -75.0)"
NB56,"(90.0, -74.0)"
NB57,"(90.0, -73.0)"
NB58,"(90.0, -72.0)"
NB59,"(90.0, -71.0)"
NB60,"(92.0, -80.0)"
NB61,"(92.0, -79.0)"
NB62,"(92.0, -78.0)"
NB63,"(92.0, -77.0)"
NB64,"(92.0, -76.0)"
NB65,"(92.0, -75.0)"
NB66,"(92.0, -74.0)"
NB67,"(92.0, -73.0)"
NB68,"(92.0, -72.0)"
NB69,"(92.0, -71.0)"
NB70,"(94.0, -80.0)"
NB71,"(94.0, -79.0)"
NB72,"(94.0, -78.0)"
NB73,"(94.0, -77.0)"
NB74,"(94.0, -76.0)"
NB75,"(94.0, -75.0)"
NB76,"(94.0, -74.0)"
NB77,"(94.0, -73.0)"
NB78,"(94.0, -72.0)"
NB79,"(94.0, -71.0)"
NB80,"(96.0, -80.0)"
NB81,"(96.0, -79.0)"
NB82,"(96.0, -78.0)"
NB83,"(96.0, -77.0)"
NB84,"(96.0, -76.0)"
NB85,"(96.0, -75.0)"
NB86,"(96.0, -74.0)"
NB87,"(96.0, -73.0)"
NB88,"(96.0, -72.0)"
NB89,"(96.0, -71.0)"
NB90,"(98.0, -80.0)"
NB91,"(98.0, -79.0)"
NB92,"(98.0, -78.0)"
NB93,"(98.0, -77.0)"
NB94,"(98.0, -76.0)"
NB95,"(98.0, -75.0)"
NB96,"(98.0, -74.0)"
NB97,"(98.0, -73.0)"
NB98,"(98.0, -72.0)"
NB99,"(98.0, -71.0)"
NC00,"(80.0, -70.0)"
NC01,"(80.0, -69.0)"
NC02,"(80.0, -68.0)"
NC03,"(80.0, -67.0)"
NC04,"(80.0, -66.0)"
NC05,"(80.0, -65.0)"
NC06,"(80.0, -64.0)"
NC07,"(80.0, -63.0)"
NC08,"(80.0, -62.0)"
NC09,"(80.0, -61.0)"
NC10,"(82.0, -70.0)"
NC11,"(82.0, -69.0)"
NC12,"(82.0, -68.0)"
NC13,"(82.0, -67.0)"
NC14,"(82.0, -66.0)"
NC15,"(82.0, -65.0)"
NC16,"(82.0, -64.0)"
NC17,"(82.0, -63.0)"
NC18,"(82.0, -62.0)"
NC19,"(82.0, -61.0)"
NC20,"(84.0, -70.0)"
NC21,"(84.0, -69.0)"
